Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
food,5,908,-0.22921851969233178,0,6,2
transportation,81,777,-0.17876384709885207,0,3,2
food,41,314,-0.22270319523552914,0,5,2
food,74,5,-0.21879400056144754,0,2,2
subscription,21,1011,0.4692503233747394,0,2,2
food,74,395,-0.22400626012688965,0,6,1
food,32,482,-0.23182464947505285,0,6,1
food,32,829,-0.2208789043876244,0,6,1
money transfer,62,1011,2.371699003463286,0,6,2
transportation,81,75,-0.21879400056144754,21,0,1
transportation,78,872,-0.22661238990961072,21,0,1
transportation,78,356,-0.22661238990961072,21,0,1
food,49,4,-0.10542735501308144,21,0,1
transportation,4,769,-0.23052158458369232,21,0,1
household,34,555,0.41710166642249097,21,0,1
transportation,4,742,-0.23052158458369232,21,0,1
transportation,4,51,-0.22661238990961072,10,0,1
household,43,1011,-0.17058059958110794,20,4,2
food,5,884,-0.23130342351850863,11,5,1
household,2,974,-0.16667140490702634,21,1,2
food,53,616,-0.21879400056144754,21,1,2
household,43,877,-0.02958897833589861,19,3,2
food,53,612,-0.21879400056144754,13,3,2
food,32,360,-0.22921851969233178,14,2,1
health,52,921,-0.22687300288788284,14,2,2
health,52,528,-0.20576335164784224,14,2,2
transportation,82,764,0.00012090118712147249,14,2,2
health,39,381,-0.195338832516958,13,2,1
food,53,612,-0.21879400056144754,9,2,1
family,65,1011,0.5474081555585439,22,4,2
food,5,143,-0.21879400056144754,22,4,2
other,62,421,0.15622807517211296,13,4,2
transportation,4,74,-0.22921851969233178,23,6,1
transportation,4,1011,-0.2214001303441686,23,6,1
household,28,595,-0.10412429012172092,23,6,1
transportation,4,1006,-0.2258305509747944,23,6,1
transportation,11,99,-0.229739745648876,23,6,1
transportation,81,84,-0.22921851969233178,23,6,1
transportation,4,51,-0.22661238990961072,23,6,1
transportation,82,776,-0.07806299229451032,6,6,2
household,2,110,-0.11715493903532621,11,1,2
subscription,55,630,-0.15728933768923054,13,3,2
food,74,104,-0.21957583949626386,9,2,1
food,32,1011,-0.19273270273423695,9,2,2
food,27,468,-0.15364075599342106,9,2,1
subscription,87,169,0.500497819469565,20,4,2
household,44,385,-0.2214001303441686,6,6,1
household,43,118,-0.20550273866957014,6,6,1
food,41,109,-0.22400626012688965,6,6,1
household,34,39,-0.1562468857761421,20,5,1
food,32,1011,-0.2083694814305633,21,1,1
household,34,997,-0.1301855879489315,21,1,1
beauty,33,475,-0.2083694814305633,21,1,1
household,34,286,0.18254998597759564,14,1,1
transportation,4,74,-0.22661238990961072,0,3,1
food,5,111,-0.22400626012688965,0,3,1
food,49,713,-0.20055109208240013,0,3,1
culture,56,40,-0.11976106881804727,0,3,1
transportation,81,78,-0.22400626012688965,0,3,1
transportation,4,51,-0.22661238990961072,0,3,1
transportation,4,74,-0.22661238990961072,0,0,1
transportation,81,84,-0.22921851969233178,0,0,1
food,74,240,-0.21879400056144754,0,0,1
food,32,27,-0.1823081836033527,0,0,2
transportation,82,89,0.1825447737180302,0,5,2
subscription,55,630,-0.15728933768923054,0,5,2
food,53,616,-0.21827277460490332,0,5,2
food,74,141,-0.21566664482218226,0,5,2
food,5,70,-0.2083694814305633,0,3,1
food,32,107,-0.2083694814305633,0,3,2
food,41,655,-0.195338832516958,0,4,2
food,27,12,-0.18491431338607375,0,1,1
food,32,1011,-0.20706641653920277,0,1,1
food,41,981,-0.22921851969233178,0,1,2
food,53,616,-0.21827277460490332,0,1,2
subscription,21,1011,0.4692503233747394,0,1,2
food,53,616,-0.21827277460490332,0,2,1
food,10,100,-0.22270319523552914,0,2,1
apparel,26,434,-0.23182464947505285,0,6,1
household,80,781,-0.19794496229967906,0,6,1
food,32,1011,0.012890937122454664,0,6,2
transportation,4,751,-0.22661238990961072,0,6,1
food,5,909,-0.22661238990961072,0,6,1
transportation,81,747,-0.22921851969233178,0,6,1
transportation,4,350,-0.22661238990961072,0,6,1
food,41,981,-0.22921851969233178,0,1,1
food,32,615,-0.1958600584735022,0,0,2
household,34,598,-0.2214001303441686,0,5,1
money transfer,62,1011,2.371699003463286,0,5,2
transportation,78,1006,-0.22400626012688965,22,5,1
food,32,828,-0.2122786761046449,22,5,1
transportation,4,742,-0.22661238990961072,22,5,1
transportation,81,96,-0.23182464947505285,22,5,1
transportation,11,234,-0.23130342351850863,22,5,1
food,79,1011,-0.23182464947505285,22,5,1
other,62,423,-0.1301855879489315,22,5,1
food,18,209,0.3965132411389946,22,5,2
transportation,81,106,-0.22921851969233178,22,5,1
food,10,909,-0.22661238990961072,22,5,1
transportation,4,853,-0.22400626012688965,22,5,1
transportation,4,350,-0.22661238990961072,12,5,1
transportation,81,105,-0.2135817409960054,12,5,1
transportation,4,839,-0.21957583949626386,12,5,1
transportation,81,112,-0.22400626012688965,18,1,1
transportation,4,742,-0.22661238990961072,18,1,1
transportation,4,350,-0.22661238990961072,18,1,1
food,49,166,-0.2114968371698286,18,1,2
household,2,146,-0.22009706545280808,9,1,1
food,53,617,-0.21462419290909385,9,1,2
transportation,81,756,-0.22921851969233178,23,3,1
transportation,4,350,-0.22661238990961072,23,3,1
household,43,1011,-0.01395219963957225,10,3,2
household,44,389,-0.14061010707981575,0,3,1
food,74,60,-0.21931522651799176,0,3,2
household,2,402,1.980779536055127,20,2,2
household,2,960,0.18254998597759564,20,2,1
household,44,508,0.005333160752563592,20,2,1
food,18,988,-0.1515558521672442,20,2,2
subscription,77,1011,-0.2083694814305633,20,2,2
food,49,990,-0.17005937362456372,13,2,2
food,32,614,-0.21488480588736594,13,0,1
food,79,145,-0.22661238990961072,13,0,1
food,49,209,-0.2083694814305633,13,0,1
food,41,122,-0.2135817409960054,2,4,1
education,75,893,-0.22661238990961072,22,6,1
transportation,78,764,1.198940601238809,21,6,2
food,74,718,-0.23182464947505285,22,5,1
money transfer,62,939,-0.22843668075751547,8,3,1
food,5,909,-0.22661238990961072,8,3,1
education,75,551,-0.22791545480097125,8,3,1
apparel,15,973,-0.10464551607826512,8,3,2
family,65,1011,-0.10412429012172092,13,2,1
subscription,55,633,-0.15598627279787,11,2,2
gift,62,418,-0.1301855879489315,17,4,2
subscription,55,633,-0.15598627279787,17,1,2
other,62,554,-0.012909747726483825,0,2,2
other,62,0,-0.21488480588736594,0,4,1
food,74,873,-0.23182464947505285,0,4,1
family,65,1011,0.02618219901433207,0,4,1
gift,62,492,0.15622807517211296,0,6,2
food,27,479,-0.22661238990961072,0,0,1
food,27,10,-0.19794496229967906,0,0,1
food,32,992,-0.18361124849471325,0,0,1
food,32,529,-0.20576335164784224,0,0,2
transportation,4,1006,-0.22400626012688965,0,5,1
food,79,1011,-0.23182464947505285,0,5,1
transportation,11,651,-0.14842849642797892,0,5,1
apparel,46,322,-0.22452748608343387,0,3,1
food,5,162,-0.21879400056144754,0,3,2
food,74,833,-0.2206182914093523,0,3,1
food,53,488,-0.22661238990961072,0,3,1
health,52,604,-0.23234587543159704,0,4,1
food,18,702,-0.1269930789650982,0,4,2
food,5,871,-0.23130342351850863,0,4,1
food,10,706,-0.23182464947505285,0,4,1
food,74,307,-0.2214001303441686,0,4,2
subscription,21,1011,0.4692503233747394,0,4,2
food,18,209,0.06788027553786903,0,4,2
subscription,55,633,-0.15598627279787,0,4,2
subscription,55,633,-0.15598627279787,0,1,2
food,53,488,-0.2258305509747944,0,1,2
money transfer,62,1011,2.371699003463286,0,1,2
food,53,488,-0.22530932501825018,9,5,2
food,53,488,-0.22530932501825018,7,1,2
food,74,873,-0.23052158458369232,7,1,1
food,18,136,-0.1692775346897474,20,3,1
food,74,297,-0.21879400056144754,20,3,1
food,74,108,-0.22661238990961072,19,3,1
food,10,264,-0.22530932501825018,19,3,2
food,53,488,-0.22530932501825018,19,3,1
transportation,4,1006,-0.22661238990961072,19,3,1
transportation,11,117,-0.10151816033899985,19,3,1
transportation,4,1006,-0.22661238990961072,19,3,1
subscription,77,1011,-0.18725983019052272,19,1,2
gift,62,244,-0.06529295635917713,11,1,2
family,65,1011,0.286795177286438,19,3,2
food,32,1011,-0.12757945816621044,19,3,1
subscription,55,631,-0.19559944549523012,19,2,2
subscription,55,633,-0.15598627279787,19,0,2
food,74,44,-0.22921851969233178,0,4,1
family,52,919,-0.19664189740831853,0,4,2
transportation,4,457,-0.22400626012688965,16,1,1
household,28,288,0.3910403685952804,11,1,2
other,62,185,-0.2214001303441686,8,1,2
food,32,316,-0.19794496229967906,8,3,1
food,32,445,-0.09369977099083668,8,3,1
food,32,130,-0.22270319523552914,0,6,1
health,52,186,-0.21097561121328437,0,6,2
food,27,11,-0.19273270273423695,0,3,1
food,32,499,-0.2086300944088354,0,0,2
beauty,33,476,-0.2135817409960054,0,0,1
subscription,59,16,-0.19559944549523012,0,5,2
transportation,4,759,-0.2214001303441686,0,5,1
food,74,1007,-0.18882350806015535,0,2,2
transportation,4,349,-0.2214001303441686,0,2,1
transportation,82,758,0.1295152448992221,0,4,2
food,18,987,-0.15781056364577475,0,4,2
food,53,611,-0.22635177693133862,0,4,1
household,2,641,-0.1823081836033527,0,4,1
food,74,155,-0.2219213563007128,0,4,2
household,2,519,-0.2083694814305633,0,1,1
food,53,611,-0.22635177693133862,0,1,1
subscription,55,633,-0.15598627279787,0,1,2
food,32,248,-0.22400626012688965,0,2,1
subscription,21,1011,0.4996951314964868,0,6,2
food,32,444,-0.19794496229967906,0,6,1
food,13,708,-0.2214001303441686,0,6,1
food,79,1010,-0.22921851969233178,0,6,1
food,53,611,-0.22635177693133862,0,6,2
food,49,119,-0.15364075599342106,0,6,1
food,86,1011,-0.21618787077872648,0,6,1
food,49,419,-0.14842849642797892,0,6,1
culture,56,516,-0.1301855879489315,0,6,1
transportation,81,756,-0.22921851969233178,0,6,1
transportation,4,350,-0.22661238990961072,0,6,1
transportation,4,350,-0.21879400056144754,0,6,1
household,44,230,-0.20576335164784224,0,6,1
food,18,23,-0.13383416964474099,0,6,2
food,32,444,-0.10151816033899985,0,3,2
health,52,202,-0.14217378494944838,0,3,2
food,32,35,-0.22400626012688965,0,3,1
household,44,296,-0.2214001303441686,0,3,2
food,18,740,-0.14582236664525788,0,3,2
health,39,381,-0.1562468857761421,0,3,2
money transfer,62,1011,25.826867047952824,0,3,2
food,32,610,-0.21436357993082175,20,2,2
food,18,6,-0.13670091240573415,20,2,2
food,74,18,-0.22791545480097125,19,2,1
gift,62,244,0.051201044928454245,17,2,2
health,52,900,-0.22817606777924335,15,2,2
food,49,985,-0.1901265729515159,15,2,2
subscription,21,399,0.49945536755647646,13,2,1
food,32,392,-0.19273270273423695,9,2,2
transportation,4,723,-0.2083694814305633,21,0,1
other,62,1009,-0.22791545480097125,19,4,1
food,74,48,-0.23182464947505285,19,4,1
food,25,22,-0.23078219756196441,18,4,1
subscription,77,1011,-0.17865960190754324,9,4,2
transportation,81,573,-0.1294037490141152,7,4,2
gift,62,657,0.5982276863216046,7,4,2
food,32,636,-0.23182464947505285,18,6,1
other,62,888,0.2294603220665747,18,6,2
subscription,55,633,-0.15598627279787,14,3,2
gift,62,418,-0.1601560804502237,11,4,2
transportation,81,772,-0.23135554611416306,10,4,2
family,14,914,0.25395794202415267,21,6,2
transportation,81,574,-0.1688084313288576,19,6,2
transportation,82,765,0.26073387945922744,19,6,2
food,74,53,-0.22661238990961072,18,1,1
household,80,847,-0.2216607433224407,18,1,2
food,74,311,-0.22687300288788284,17,1,1
food,27,14,-0.1901265729515159,17,1,1
family,65,1011,0.286795177286438,20,3,2
subscription,55,633,-0.15598627279787,13,2,2
food,85,1011,-0.1823081836033527,21,6,1
other,62,537,-0.22530932501825018,21,5,1
household,80,683,-0.22791545480097125,21,5,1
gift,62,418,-0.14321623686253682,18,5,2
other,62,526,-0.22270319523552914,0,2,1
health,39,381,-0.1823081836033527,0,2,1
health,52,404,-0.16745324384184265,0,2,2
food,41,313,-0.22661238990961072,0,6,1
investment,57,1011,0.02618219901433207,0,6,2
recurring deposit,62,1011,0.02618219901433207,0,6,2
subscription,55,633,-0.15598627279787,0,1,2
food,32,298,-0.22661238990961072,0,0,2
other,62,685,-0.1825687965816248,0,0,2
investment,57,1011,0.02618219901433207,0,5,2
family,52,948,-0.1940357676255975,0,4,1
investment,57,1011,0.02618219901433207,0,4,2
recurring deposit,62,1011,0.02618219901433207,0,4,2
food,85,458,-0.22791545480097125,0,5,1
food,85,532,-0.23182464947505285,0,5,1
food,85,538,-0.23234587543159704,0,5,1
food,85,947,-0.22661238990961072,0,5,1
food,85,677,-0.22791545480097125,0,5,1
food,85,978,-0.2214001303441686,0,5,1
food,85,280,-0.21097561121328437,0,5,1
food,74,129,-0.23052158458369232,0,5,1
food,74,712,-0.22270319523552914,0,5,1
food,27,174,-0.22921851969233178,0,5,1
food,32,328,-0.22009706545280808,0,2,1
food,13,67,-0.22921851969233178,0,2,1
investment,67,1011,10.190088351626464,0,5,2
money transfer,62,1011,2.371699003463286,0,5,2
family,14,558,-0.10412429012172092,20,6,2
subscription,55,633,-0.1690169217114753,11,6,2
subscription,55,628,-0.20889070738710752,6,6,2
family,54,498,-0.21879400056144754,21,5,1
household,2,608,5.108135275320398,18,1,2
other,62,430,-0.23234587543159704,18,1,1
food,41,596,-0.22921851969233178,6,1,1
subscription,55,633,-0.1690169217114753,9,0,2
transportation,4,1006,-0.2214001303441686,9,1,1
health,52,899,-0.23052158458369232,9,1,1
transportation,4,1006,-0.21618787077872648,9,1,1
transportation,4,571,-0.2214001303441686,11,3,1
food,13,787,-0.2339095533012297,12,2,1
food,20,137,0.04885552812400529,12,2,2
transportation,4,1006,-0.2214001303441686,12,2,1
food,86,962,-0.22400626012688965,12,2,1
other,62,841,-0.2083694814305633,12,2,1
transportation,4,666,-0.22400626012688965,12,2,1
transportation,11,779,-0.20993315930019593,12,2,1
transportation,78,860,-0.2083694814305633,11,2,1
food,5,559,-0.22400626012688965,11,2,1
other,62,794,-0.04157717533641548,11,2,1
transportation,71,826,-0.14634359260180207,11,2,1
transportation,78,857,-0.2083694814305633,11,2,1
transportation,4,855,-0.22400626012688965,11,2,1
transportation,11,267,-0.22035767843108017,11,2,1
transportation,4,1006,-0.2135817409960054,11,2,1
food,74,873,-0.23182464947505285,20,4,1
food,32,561,-0.22921851969233178,20,5,1
other,62,431,-0.23182464947505285,20,5,1
food,27,203,-0.18752044316879482,20,5,1
transportation,82,983,0.23467258163201685,20,1,2
transportation,82,531,0.9805469254467841,20,1,2
health,52,644,-0.22009706545280808,0,3,1
food,74,254,-0.23182464947505285,0,3,1
transportation,4,722,-0.22400626012688965,0,5,1
investment,70,812,0.02618219901433207,0,5,2
investment,48,564,2.7068472935212142,0,5,2
investment,57,1011,0.02618219901433207,0,5,2
investment,57,1011,0.02618219901433207,0,5,2
other,62,470,-0.23182464947505285,0,3,1
subscription,59,16,-0.1825687965816248,0,4,2
food,20,509,-0.22270319523552914,0,1,1
transportation,4,725,-0.22661238990961072,0,6,1
investment,70,812,0.02618219901433207,0,6,2
investment,57,1011,0.02618219901433207,0,6,2
festivals,19,424,-0.2214001303441686,0,1,1
food,32,269,-0.17188366447246847,0,0,1
other,62,275,-0.1119426794698841,0,0,2
health,52,600,-0.05200169446729972,0,0,2
grooming,72,352,-0.2135817409960054,0,4,1
festivals,19,424,-0.11715493903532621,0,1,1
food,27,638,-0.2214001303441686,0,1,1
investment,67,1011,2.371699003463286,0,1,2
money transfer,62,1011,2.371699003463286,0,1,2
festivals,19,609,0.28653456430816593,7,1,2
health,52,920,-0.17683531105963848,7,0,2
transportation,4,732,-0.22400626012688965,7,0,1
subscription,55,1011,-0.1690169217114753,13,4,2
family,31,970,0.05724726602436711,13,4,2
food,32,606,-0.22791545480097125,13,4,1
food,27,203,-0.1901265729515159,10,4,1
health,52,1011,-0.07363257166388451,13,6,2
food,74,395,-0.22791545480097125,18,5,1
food,32,786,-0.1510346262107,8,1,1
food,32,540,-0.22530932501825018,20,2,1
food,20,718,-0.22921851969233178,20,2,1
food,32,270,-0.1783989889292711,17,1,1
food,32,1011,-0.12236719860076833,10,2,2
food,32,905,-0.2031572218651212,11,0,2
family,54,842,-0.1695381476680195,14,4,2
food,32,325,-0.195338832516958,0,2,2
food,32,205,-0.2083694814305633,0,1,1
investment,70,1011,0.02618219901433207,0,1,2
investment,57,1011,0.02618219901433207,0,1,2
investment,57,1011,0.02618219901433207,0,1,2
family,54,842,-0.1695381476680195,0,2,2
health,52,1011,-0.22400626012688965,0,2,2
transportation,4,726,-0.2135817409960054,0,2,2
food,32,639,-0.21097561121328437,0,2,2
beauty,33,810,-0.18908412103842745,0,6,2
subscription,59,16,-0.1825687965816248,0,3,2
investment,70,1011,0.02618219901433207,0,5,2
investment,57,1011,0.02618219901433207,0,5,2
festivals,58,982,-0.1823081836033527,0,3,1
investment,67,1011,2.371699003463286,0,3,2
money transfer,62,1011,2.371699003463286,0,3,2
other,62,430,-0.2260911639530665,7,6,1
food,53,1011,-0.2258305509747944,15,1,1
food,32,315,-0.20967254632192384,6,4,1
subscription,55,1011,-0.1690169217114753,13,6,2
family,31,222,-0.1205429077528636,10,6,2
food,74,265,-0.21618787077872648,9,5,1
food,20,820,-0.014212812617844356,9,5,2
food,32,260,-0.22530932501825018,0,0,1
food,53,488,-0.22530932501825018,0,0,1
food,74,981,-0.22921851969233178,0,0,2
food,32,221,-0.21618787077872648,0,6,1
food,53,488,-0.22530932501825018,0,6,2
transportation,4,605,-0.22921851969233178,0,6,1
investment,70,1011,0.02618219901433207,0,3,2
investment,57,1011,0.02618219901433207,0,3,2
food,53,36,-0.21618787077872648,0,0,1
food,5,327,-0.22661238990961072,0,5,2
food,32,260,-0.22921851969233178,0,5,1
subscription,55,1011,-0.1690169217114753,0,5,2
food,22,8,-0.21566664482218226,0,2,1
investment,57,1011,0.02618219901433207,0,2,2
transportation,82,776,-0.07845391176191847,0,4,2
investment,70,1011,0.02618219901433207,0,1,2
investment,57,1011,0.02618219901433207,0,1,2
transportation,82,763,-0.038971045553694426,0,2,2
subscription,55,1011,-0.1690169217114753,0,2,2
investment,67,1011,2.371699003463286,0,2,2
money transfer,62,1011,2.371699003463286,0,2,2
festivals,30,448,-0.14034949410154365,11,1,1
household,44,255,-0.22400626012688965,10,1,1
household,80,567,-0.20889070738710752,10,1,2
festivals,69,804,-0.10412429012172092,7,6,2
family,65,1011,0.286795177286438,17,5,2
festivals,69,804,-0.10412429012172092,13,1,2
other,62,391,-0.2083694814305633,8,3,1
subscription,55,1011,-0.1690169217114753,14,4,2
other,62,719,-0.23312771436641336,16,3,1
grooming,72,475,-0.2083694814305633,16,3,1
investment,48,564,2.7068472935212142,0,5,2
investment,70,1011,0.02618219901433207,0,2,2
investment,57,1011,0.02618219901433207,0,2,2
subscription,55,1011,-0.1690169217114753,0,4,2
investment,57,1011,0.02618219901433207,0,0,2
family,24,733,-0.038971045553694426,0,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,1011,0.02618219901433207,0,3,2
family,54,520,-0.16667140490702634,0,0,2
investment,67,1011,2.371699003463286,0,0,2
money transfer,62,1011,3.674763894823816,0,0,2
other,62,441,-0.1692775346897474,18,3,1
subscription,55,1011,-0.1690169217114753,10,1,2
subscription,55,1011,-0.1690169217114753,16,4,2
subscription,55,632,0.44290235127142946,7,6,2
health,52,319,-0.23182464947505285,10,6,1
investment,70,1011,0.02618219901433207,0,6,2
investment,57,649,0.02618219901433207,0,6,2
investment,57,648,0.02618219901433207,0,4,2
investment,70,1011,0.02618219901433207,0,2,2
investment,57,647,0.02618219901433207,0,2,2
subscription,55,1011,-0.1690169217114753,0,2,2
subscription,55,1011,-0.1690169217114753,0,4,2
family,54,412,0.44290235127142946,0,4,2
investment,67,1011,2.371699003463286,0,4,2
money transfer,62,1011,3.674763894823816,0,4,2
other,62,691,-0.20657125188048578,11,4,2
transportation,82,289,0.5995307512129652,17,1,2
subscription,55,1011,-0.1690169217114753,10,1,2
subscription,1,195,0.02487913412297154,12,4,2
subscription,55,635,-0.14321623686253682,11,6,2
food,74,510,-0.19794496229967906,22,1,2
food,32,469,-0.07806299229451032,18,3,2
family,24,411,0.0014239660784820024,17,3,2
other,62,430,-0.22452748608343387,19,2,1
food,22,1011,-0.212539289082917,0,5,1
subscription,55,1011,-0.1690169217114753,0,5,2
investment,70,1011,0.02618219901433207,0,4,2
investment,57,649,0.02618219901433207,0,4,2
investment,57,648,0.02618219901433207,0,6,2
investment,70,1011,0.02618219901433207,0,0,2
investment,57,647,0.02618219901433207,0,0,2
food,32,246,-0.2167090967352707,0,0,1
investment,67,1011,2.371699003463286,0,6,2
money transfer,62,1011,2.371699003463286,0,6,2
food,86,9,-0.22791545480097125,0,6,1
transportation,4,728,-0.2214001303441686,9,5,2
subscription,55,1011,-0.1690169217114753,12,1,2
food,32,837,-0.1030818382086325,19,3,2
grooming,72,476,-0.2031572218651212,11,3,2
transportation,4,731,-0.22400626012688965,11,3,1
food,32,187,-0.18752044316879482,9,4,2
investment,48,564,2.7068472935212142,21,5,2
other,62,180,-0.2083694814305633,12,5,1
subscription,55,1011,-0.1690169217114753,20,1,2
investment,70,1011,0.02618219901433207,0,6,2
investment,57,649,0.02618219901433207,0,6,2
investment,57,648,0.02618219901433207,0,5,2
subscription,55,1011,-0.1690169217114753,0,3,2
investment,70,1011,0.02618219901433207,0,4,2
investment,57,647,0.02618219901433207,0,4,2
subscription,55,1011,-0.1690169217114753,0,2,2
other,62,430,-0.22791545480097125,0,0,1
investment,67,1011,2.371699003463286,0,5,2
money transfer,62,1011,2.371699003463286,0,5,2
subscription,40,902,-0.15650749875441422,22,4,2
food,32,372,-0.16693201788529846,8,5,2
subscription,42,544,-0.19038718592978798,22,3,2
subscription,55,1011,-0.1690169217114753,10,6,2
household,80,849,-0.2214001303441686,21,2,1
subscription,55,1011,-0.1690169217114753,7,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,649,0.02618219901433207,0,3,2
subscription,55,1011,-0.1690169217114753,0,0,2
food,32,1011,0.09889321995224963,0,0,2
investment,57,648,0.02618219901433207,0,1,2
investment,70,1011,0.02618219901433207,0,6,2
investment,57,647,0.02618219901433207,0,6,2
subscription,63,903,-0.1562468857761421,0,0,2
subscription,55,1011,-0.1690169217114753,0,4,2
food,5,806,-0.22921851969233178,0,4,1
transportation,4,557,-0.2214001303441686,0,4,1
other,62,526,-0.22661238990961072,0,4,1
investment,67,1011,2.371699003463286,0,1,2
money transfer,62,1011,2.371699003463286,0,1,2
other,62,686,-0.2083694814305633,5,5,1
other,62,500,-0.19299331571250905,15,1,2
subscription,42,544,-0.19038718592978798,14,5,2
subscription,55,1011,-0.1690169217114753,4,1,2
food,32,830,-0.22530932501825018,12,3,1
other,62,790,-0.23312771436641336,12,3,1
gift,62,449,-0.2135817409960054,12,6,2
subscription,55,633,-0.1690169217114753,17,5,2
food,32,299,-0.21879400056144754,0,4,1
other,62,1000,-0.1692775346897474,0,4,1
education,73,456,-0.22921851969233178,0,4,1
investment,70,1011,0.02618219901433207,0,1,2
investment,57,649,0.02618219901433207,0,1,2
investment,57,648,0.02618219901433207,0,6,2
subscription,55,633,-0.1690169217114753,0,0,2
investment,70,1011,0.02618219901433207,0,5,2
investment,57,647,0.02618219901433207,0,5,2
investment,67,1011,2.371699003463286,0,6,2
food,74,245,-0.21618787077872648,19,3,2
grooming,72,475,-0.2083694814305633,10,3,1
food,74,3,-0.2083694814305633,10,3,2
other,62,430,-0.23156403649678073,10,3,1
subscription,55,633,-0.1690169217114753,7,2,2
other,62,641,-0.1692775346897474,7,2,1
food,74,3,-0.2214001303441686,7,2,2
money transfer,62,1011,2.371699003463286,20,0,2
subscription,3,211,-0.1825687965816248,6,6,2
food,74,164,-0.22400626012688965,21,1,1
subscription,42,544,-0.19038718592978798,9,1,2
food,32,245,-0.2122786761046449,19,2,1
food,32,261,-0.19142963784287642,21,3,1
transportation,4,1006,-0.22400626012688965,11,2,1
health,35,489,-0.2135817409960054,11,2,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,649,0.02618219901433207,0,3,2
investment,57,648,0.02618219901433207,0,5,2
subscription,55,633,-0.1690169217114753,0,5,2
food,32,1011,-0.19273270273423695,0,2,1
investment,70,1011,0.02618219901433207,0,1,2
investment,57,647,0.02618219901433207,0,1,2
investment,67,1011,2.371699003463286,0,2,2
money transfer,62,1011,2.371699003463286,11,3,2
subscription,3,211,-0.1825687965816248,19,5,2
subscription,42,544,-0.19038718592978798,9,0,2
apparel,26,876,-0.1823081836033527,0,4,1
investment,70,1011,0.02618219901433207,0,5,2
investment,57,649,0.02618219901433207,0,5,2
household,44,290,-0.23052158458369232,0,2,1
subscription,55,633,-0.1690169217114753,0,4,2
other,62,556,0.28523149941680537,0,1,2
investment,57,648,0.02618219901433207,0,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,647,0.02618219901433207,0,3,2
food,62,273,-0.14321623686253682,0,3,1
transportation,4,467,-0.22661238990961072,0,3,1
food,62,401,-0.22530932501825018,0,0,1
investment,67,1011,2.371699003463286,0,0,2
money transfer,62,1011,2.371699003463286,0,0,2
food,62,197,-0.18439308742952956,0,0,2
food,62,274,-0.09369977099083668,17,4,1
food,62,276,-0.2083694814305633,17,6,1
beauty,51,477,0.286795177286438,17,6,1
other,62,430,-0.22713361586615494,23,2,1
other,62,211,-0.1825687965816248,7,2,2
apparel,26,875,-0.1640652751243053,17,0,2
household,44,390,-0.2214001303441686,17,0,1
other,62,544,-0.19038718592978798,23,1,2
gift,62,845,-0.11324574436124463,9,3,2
food,22,1011,-0.2135817409960054,22,2,1
health,52,490,-0.17709592403791058,21,2,2
health,52,404,-0.173186729363829,14,2,2
transportation,4,1006,-0.2214001303441686,0,2,2
transportation,4,896,-0.2083694814305633,0,4,1
investment,57,1011,0.02618219901433207,0,1,2
recurring deposit,62,1011,0.02618219901433207,0,1,2
other,62,430,-0.22713361586615494,0,6,1
investment,57,816,0.02618219901433207,0,3,2
recurring deposit,62,1011,0.02618219901433207,0,5,2
food,74,272,-0.21097561121328437,0,5,1
other,62,734,-0.1823081836033527,0,5,1
investment,57,511,0.02618219901433207,0,5,2
apparel,26,547,-0.14973156131933946,0,4,1
apparel,26,821,-0.032976947053435984,0,1,2
food,22,1011,-0.212539289082917,0,1,1
money transfer,62,1011,12.796218134347525,0,1,2
public provident fund,62,1011,2.371699003463286,0,1,2
gift,62,939,0.03243691049286261,0,1,2
transportation,4,1011,-0.2214001303441686,9,3,1
transportation,4,1011,-0.22661238990961072,9,3,1
transportation,4,1011,-0.22400626012688965,9,3,1
food,74,395,-0.22791545480097125,16,0,1
other,62,211,-0.1825687965816248,6,4,2
other,62,633,-0.1690169217114753,21,2,2
food,22,8,-0.212539289082917,21,2,1
other,62,432,-0.15364075599342106,21,2,1
food,20,395,-0.22791545480097125,0,0,1
recurring deposit,62,1011,0.02618219901433207,0,3,2
investment,57,2,0.02618219901433207,0,3,2
investment,57,816,0.02618219901433207,0,2,2
other,62,633,-0.1690169217114753,0,2,2
investment,57,511,0.02618219901433207,0,1,2
recurring deposit,62,1011,0.02618219901433207,0,1,2
food,18,31,-0.212539289082917,0,1,1
public provident fund,62,1011,2.371699003463286,0,2,1
transportation,4,730,-0.22400626012688965,0,6,1
money transfer,62,1011,2.371699003463286,0,3,2
transportation,4,571,-0.21618787077872648,0,3,1
food,74,1001,-0.21618787077872648,19,2,1
transportation,4,220,-0.21592725780045438,19,2,1
food,79,1011,-0.23182464947505285,19,2,1
food,74,915,-0.1692775346897474,12,2,1
health,35,409,-0.195338832516958,9,2,1
transportation,4,465,-0.18752044316879482,9,2,1
beauty,33,475,-0.2214001303441686,14,0,1
transportation,4,727,-0.22661238990961072,6,0,1
transportation,11,813,-0.06112314870682343,10,4,2
gift,62,939,0.02618219901433207,21,6,2
